Mod:Item:MetaData, Localized Name
spartanweaponry:javelin_iron, item.spartanweaponry:javelin_iron.name
spartanweaponry:javelin_gold, item.spartanweaponry:javelin_gold.name
spartanweaponry:javelin_diamond, item.spartanweaponry:javelin_diamond.name
spartanweaponry:boomerang_wood, item.spartanweaponry:boomerang_wood.name
spartanweaponry:boomerang_stone, item.spartanweaponry:boomerang_stone.name
spartanweaponry:boomerang_iron, item.spartanweaponry:boomerang_iron.name
spartanweaponry:boomerang_gold, item.spartanweaponry:boomerang_gold.name
spartanweaponry:boomerang_diamond, item.spartanweaponry:boomerang_diamond.name
spartanweaponry:battleaxe_wood, item.spartanweaponry:battleaxe_wood.name
spartanweaponry:battleaxe_stone, item.spartanweaponry:battleaxe_stone.name
spartanweaponry:battleaxe_iron, item.spartanweaponry:battleaxe_iron.name
spartanweaponry:battleaxe_gold, item.spartanweaponry:battleaxe_gold.name
spartanweaponry:battleaxe_diamond, item.spartanweaponry:battleaxe_diamond.name
spartanweaponry:mace_wood, item.spartanweaponry:mace_wood.name
spartanweaponry:mace_stone, item.spartanweaponry:mace_stone.name
spartanweaponry:mace_iron, item.spartanweaponry:mace_iron.name
spartanweaponry:mace_gold, item.spartanweaponry:mace_gold.name
spartanweaponry:mace_diamond, item.spartanweaponry:mace_diamond.name
spartanweaponry:glaive_wood, item.spartanweaponry:glaive_wood.name
spartanweaponry:glaive_stone, item.spartanweaponry:glaive_stone.name
spartanweaponry:glaive_iron, item.spartanweaponry:glaive_iron.name
spartanweaponry:glaive_gold, item.spartanweaponry:glaive_gold.name
spartanweaponry:glaive_diamond, item.spartanweaponry:glaive_diamond.name
spartanweaponry:staff, item.spartanweaponry:staff.name
spartanweaponry:staff_stone, item.spartanweaponry:staff_stone.name
spartanweaponry:staff_iron, item.spartanweaponry:staff_iron.name
spartanweaponry:staff_gold, item.spartanweaponry:staff_gold.name
spartanweaponry:staff_diamond, item.spartanweaponry:staff_diamond.name
spartanweaponry:dynamite, 雷管
spartanweaponry:quiver_arrow, 轻型箭袋
spartanweaponry:quiver_arrow_moderate, 中型箭袋
spartanweaponry:quiver_arrow_heavy, 重型箭袋
spartanweaponry:arrow_wood, 木箭
spartanweaponry:arrow_iron, 铁箭
spartanweaponry:arrow_diamond, 钻石箭
spartanweaponry:arrow_explosive, 爆炸箭
spartanweaponry:arrow_wood_tipped, item.spartanweaponry:arrow_wood_tipped.name
spartanweaponry:arrow_iron_tipped, item.spartanweaponry:arrow_iron_tipped.name
spartanweaponry:arrow_diamond_tipped, item.spartanweaponry:arrow_diamond_tipped.name
spartanweaponry:quiver_bolt, 轻型弩箭袋
spartanweaponry:quiver_bolt_moderate, 中型弩箭袋
spartanweaponry:quiver_bolt_heavy, 重型弩箭袋
spartanweaponry:bolt, 弩箭
spartanweaponry:bolt_diamond, 钻石弩箭
spartanweaponry:bolt_spectral, 光灵弩箭
spartanweaponry:bolt_tipped, item.spartanweaponry:bolt_tipped.name
spartanweaponry:bolt_diamond_tipped, item.spartanweaponry:bolt_diamond_tipped.name
spartanweaponry:dagger_copper, item.spartanweaponry:dagger_copper.name
spartanweaponry:longsword_copper, item.spartanweaponry:longsword_copper.name
spartanweaponry:katana_copper, item.spartanweaponry:katana_copper.name
spartanweaponry:scythe_copper, item.spartanweaponry:scythe_copper.name
spartanweaponry:saber_copper, item.spartanweaponry:saber_copper.name
spartanweaponry:rapier_copper, item.spartanweaponry:rapier_copper.name
spartanweaponry:greatsword_copper, item.spartanweaponry:greatsword_copper.name
spartanweaponry:hammer_copper, item.spartanweaponry:hammer_copper.name
spartanweaponry:warhammer_copper, item.spartanweaponry:warhammer_copper.name
spartanweaponry:spear_copper, item.spartanweaponry:spear_copper.name
spartanweaponry:halberd_copper, item.spartanweaponry:halberd_copper.name
spartanweaponry:pike_copper, item.spartanweaponry:pike_copper.name
spartanweaponry:lance_copper, item.spartanweaponry:lance_copper.name
spartanweaponry:longbow_copper, item.spartanweaponry:longbow_copper.name
spartanweaponry:crossbow_copper, item.spartanweaponry:spartanweaponry:crossbow_copper.name
spartanweaponry:throwing_knife_copper, item.spartanweaponry:throwing_knife_copper.name
spartanweaponry:throwing_axe_copper, item.spartanweaponry:throwing_axe_copper.name
spartanweaponry:javelin_copper, item.spartanweaponry:javelin_copper.name
spartanweaponry:boomerang_copper, item.spartanweaponry:boomerang_copper.name
spartanweaponry:battleaxe_copper, item.spartanweaponry:battleaxe_copper.name
spartanweaponry:mace_copper, item.spartanweaponry:mace_copper.name
spartanweaponry:glaive_copper, item.spartanweaponry:glaive_copper.name
spartanweaponry:staff_copper, item.spartanweaponry:staff_copper.name
spartanweaponry:parrying_dagger_copper, item.spartanweaponry:parrying_dagger_copper.name
spartanweaponry:dagger_tin, item.spartanweaponry:dagger_tin.name
spartanweaponry:longsword_tin, item.spartanweaponry:longsword_tin.name
spartanweaponry:katana_tin, item.spartanweaponry:katana_tin.name
spartanweaponry:scythe_tin, item.spartanweaponry:scythe_tin.name
spartanweaponry:saber_tin, item.spartanweaponry:saber_tin.name
spartanweaponry:rapier_tin, item.spartanweaponry:rapier_tin.name
spartanweaponry:greatsword_tin, item.spartanweaponry:greatsword_tin.name
spartanweaponry:hammer_tin, item.spartanweaponry:hammer_tin.name
spartanweaponry:warhammer_tin, item.spartanweaponry:warhammer_tin.name
spartanweaponry:spear_tin, item.spartanweaponry:spear_tin.name
spartanweaponry:halberd_tin, item.spartanweaponry:halberd_tin.name
spartanweaponry:pike_tin, item.spartanweaponry:pike_tin.name
spartanweaponry:lance_tin, item.spartanweaponry:lance_tin.name
spartanweaponry:longbow_tin, item.spartanweaponry:longbow_tin.name
spartanweaponry:crossbow_tin, item.spartanweaponry:spartanweaponry:crossbow_tin.name
spartanweaponry:throwing_knife_tin, item.spartanweaponry:throwing_knife_tin.name
spartanweaponry:throwing_axe_tin, item.spartanweaponry:throwing_axe_tin.name
spartanweaponry:javelin_tin, item.spartanweaponry:javelin_tin.name
spartanweaponry:boomerang_tin, item.spartanweaponry:boomerang_tin.name
spartanweaponry:battleaxe_tin, item.spartanweaponry:battleaxe_tin.name
spartanweaponry:mace_tin, item.spartanweaponry:mace_tin.name
spartanweaponry:glaive_tin, item.spartanweaponry:glaive_tin.name
spartanweaponry:staff_tin, item.spartanweaponry:staff_tin.name
spartanweaponry:parrying_dagger_tin, item.spartanweaponry:parrying_dagger_tin.name
spartanweaponry:dagger_bronze, item.spartanweaponry:dagger_bronze.name
spartanweaponry:longsword_bronze, item.spartanweaponry:longsword_bronze.name
spartanweaponry:katana_bronze, item.spartanweaponry:katana_bronze.name
spartanweaponry:scythe_bronze, item.spartanweaponry:scythe_bronze.name
spartanweaponry:saber_bronze, item.spartanweaponry:saber_bronze.name
spartanweaponry:rapier_bronze, item.spartanweaponry:rapier_bronze.name
spartanweaponry:greatsword_bronze, item.spartanweaponry:greatsword_bronze.name
spartanweaponry:hammer_bronze, item.spartanweaponry:hammer_bronze.name
spartanweaponry:warhammer_bronze, item.spartanweaponry:warhammer_bronze.name
spartanweaponry:spear_bronze, item.spartanweaponry:spear_bronze.name
spartanweaponry:halberd_bronze, item.spartanweaponry:halberd_bronze.name
spartanweaponry:pike_bronze, item.spartanweaponry:pike_bronze.name
spartanweaponry:lance_bronze, item.spartanweaponry:lance_bronze.name
spartanweaponry:longbow_bronze, item.spartanweaponry:longbow_bronze.name
spartanweaponry:crossbow_bronze, item.spartanweaponry:spartanweaponry:crossbow_bronze.name
spartanweaponry:throwing_knife_bronze, item.spartanweaponry:throwing_knife_bronze.name
spartanweaponry:throwing_axe_bronze, item.spartanweaponry:throwing_axe_bronze.name
spartanweaponry:javelin_bronze, item.spartanweaponry:javelin_bronze.name
spartanweaponry:boomerang_bronze, item.spartanweaponry:boomerang_bronze.name
spartanweaponry:battleaxe_bronze, item.spartanweaponry:battleaxe_bronze.name
spartanweaponry:mace_bronze, item.spartanweaponry:mace_bronze.name
spartanweaponry:glaive_bronze, item.spartanweaponry:glaive_bronze.name
spartanweaponry:staff_bronze, item.spartanweaponry:staff_bronze.name
spartanweaponry:parrying_dagger_bronze, item.spartanweaponry:parrying_dagger_bronze.name
spartanweaponry:dagger_steel, item.spartanweaponry:dagger_steel.name
spartanweaponry:longsword_steel, item.spartanweaponry:longsword_steel.name
spartanweaponry:katana_steel, item.spartanweaponry:katana_steel.name
spartanweaponry:scythe_steel, item.spartanweaponry:scythe_steel.name
spartanweaponry:saber_steel, item.spartanweaponry:saber_steel.name
spartanweaponry:rapier_steel, item.spartanweaponry:rapier_steel.name
spartanweaponry:greatsword_steel, item.spartanweaponry:greatsword_steel.name
spartanweaponry:hammer_steel, item.spartanweaponry:hammer_steel.name
spartanweaponry:warhammer_steel, item.spartanweaponry:warhammer_steel.name
spartanweaponry:spear_steel, item.spartanweaponry:spear_steel.name
spartanweaponry:halberd_steel, item.spartanweaponry:halberd_steel.name
spartanweaponry:pike_steel, item.spartanweaponry:pike_steel.name
spartanweaponry:lance_steel, item.spartanweaponry:lance_steel.name
spartanweaponry:longbow_steel, item.spartanweaponry:longbow_steel.name
spartanweaponry:crossbow_steel, item.spartanweaponry:spartanweaponry:crossbow_steel.name
spartanweaponry:throwing_knife_steel, item.spartanweaponry:throwing_knife_steel.name
spartanweaponry:throwing_axe_steel, item.spartanweaponry:throwing_axe_steel.name
spartanweaponry:javelin_steel, item.spartanweaponry:javelin_steel.name
spartanweaponry:boomerang_steel, item.spartanweaponry:boomerang_steel.name
spartanweaponry:battleaxe_steel, item.spartanweaponry:battleaxe_steel.name
spartanweaponry:mace_steel, item.spartanweaponry:mace_steel.name
spartanweaponry:glaive_steel, item.spartanweaponry:glaive_steel.name
spartanweaponry:staff_steel, item.spartanweaponry:staff_steel.name
spartanweaponry:parrying_dagger_steel, item.spartanweaponry:parrying_dagger_steel.name
spartanweaponry:dagger_silver, item.spartanweaponry:dagger_silver.name
spartanweaponry:longsword_silver, item.spartanweaponry:longsword_silver.name
spartanweaponry:katana_silver, item.spartanweaponry:katana_silver.name
spartanweaponry:scythe_silver, item.spartanweaponry:scythe_silver.name
spartanweaponry:saber_silver, item.spartanweaponry:saber_silver.name
spartanweaponry:rapier_silver, item.spartanweaponry:rapier_silver.name
spartanweaponry:greatsword_silver, item.spartanweaponry:greatsword_silver.name
spartanweaponry:hammer_silver, item.spartanweaponry:hammer_silver.name
spartanweaponry:warhammer_silver, item.spartanweaponry:warhammer_silver.name
spartanweaponry:spear_silver, item.spartanweaponry:spear_silver.name
spartanweaponry:halberd_silver, item.spartanweaponry:halberd_silver.name
spartanweaponry:pike_silver, item.spartanweaponry:pike_silver.name
spartanweaponry:lance_silver, item.spartanweaponry:lance_silver.name
spartanweaponry:longbow_silver, item.spartanweaponry:longbow_silver.name
spartanweaponry:crossbow_silver, item.spartanweaponry:spartanweaponry:crossbow_silver.name
spartanweaponry:throwing_knife_silver, item.spartanweaponry:throwing_knife_silver.name
spartanweaponry:throwing_axe_silver, item.spartanweaponry:throwing_axe_silver.name
spartanweaponry:javelin_silver, item.spartanweaponry:javelin_silver.name
spartanweaponry:boomerang_silver, item.spartanweaponry:boomerang_silver.name
spartanweaponry:battleaxe_silver, item.spartanweaponry:battleaxe_silver.name
spartanweaponry:mace_silver, item.spartanweaponry:mace_silver.name
spartanweaponry:glaive_silver, item.spartanweaponry:glaive_silver.name
spartanweaponry:staff_silver, item.spartanweaponry:staff_silver.name
spartanweaponry:parrying_dagger_silver, item.spartanweaponry:parrying_dagger_silver.name
spartanweaponry:dagger_invar, item.spartanweaponry:dagger_invar.name
spartanweaponry:longsword_invar, item.spartanweaponry:longsword_invar.name
spartanweaponry:katana_invar, item.spartanweaponry:katana_invar.name
spartanweaponry:scythe_invar, item.spartanweaponry:scythe_invar.name
spartanweaponry:saber_invar, item.spartanweaponry:saber_invar.name
spartanweaponry:rapier_invar, item.spartanweaponry:rapier_invar.name
spartanweaponry:greatsword_invar, item.spartanweaponry:greatsword_invar.name
spartanweaponry:hammer_invar, item.spartanweaponry:hammer_invar.name
spartanweaponry:warhammer_invar, item.spartanweaponry:warhammer_invar.name
spartanweaponry:spear_invar, item.spartanweaponry:spear_invar.name
spartanweaponry:halberd_invar, item.spartanweaponry:halberd_invar.name
spartanweaponry:pike_invar, item.spartanweaponry:pike_invar.name
spartanweaponry:lance_invar, item.spartanweaponry:lance_invar.name
spartanweaponry:longbow_invar, item.spartanweaponry:longbow_invar.name
spartanweaponry:crossbow_invar, item.spartanweaponry:spartanweaponry:crossbow_invar.name
spartanweaponry:throwing_knife_invar, item.spartanweaponry:throwing_knife_invar.name
spartanweaponry:throwing_axe_invar, item.spartanweaponry:throwing_axe_invar.name
spartanweaponry:javelin_invar, item.spartanweaponry:javelin_invar.name
spartanweaponry:boomerang_invar, item.spartanweaponry:boomerang_invar.name
spartanweaponry:battleaxe_invar, item.spartanweaponry:battleaxe_invar.name
spartanweaponry:mace_invar, item.spartanweaponry:mace_invar.name
spartanweaponry:glaive_invar, item.spartanweaponry:glaive_invar.name
spartanweaponry:staff_invar, item.spartanweaponry:staff_invar.name
spartanweaponry:parrying_dagger_invar, item.spartanweaponry:parrying_dagger_invar.name
spartanweaponry:dagger_platinum, item.spartanweaponry:dagger_platinum.name
spartanweaponry:longsword_platinum, item.spartanweaponry:longsword_platinum.name
spartanweaponry:katana_platinum, item.spartanweaponry:katana_platinum.name
spartanweaponry:scythe_platinum, item.spartanweaponry:scythe_platinum.name
spartanweaponry:saber_platinum, item.spartanweaponry:saber_platinum.name
spartanweaponry:rapier_platinum, item.spartanweaponry:rapier_platinum.name
spartanweaponry:greatsword_platinum, item.spartanweaponry:greatsword_platinum.name
spartanweaponry:hammer_platinum, item.spartanweaponry:hammer_platinum.name
spartanweaponry:warhammer_platinum, item.spartanweaponry:warhammer_platinum.name
spartanweaponry:spear_platinum, item.spartanweaponry:spear_platinum.name
spartanweaponry:halberd_platinum, item.spartanweaponry:halberd_platinum.name
spartanweaponry:pike_platinum, item.spartanweaponry:pike_platinum.name
spartanweaponry:lance_platinum, item.spartanweaponry:lance_platinum.name
spartanweaponry:longbow_platinum, item.spartanweaponry:longbow_platinum.name
spartanweaponry:crossbow_platinum, item.spartanweaponry:spartanweaponry:crossbow_platinum.name
spartanweaponry:throwing_knife_platinum, item.spartanweaponry:throwing_knife_platinum.name
spartanweaponry:throwing_axe_platinum, item.spartanweaponry:throwing_axe_platinum.name
spartanweaponry:javelin_platinum, item.spartanweaponry:javelin_platinum.name
spartanweaponry:boomerang_platinum, item.spartanweaponry:boomerang_platinum.name
spartanweaponry:battleaxe_platinum, item.spartanweaponry:battleaxe_platinum.name
spartanweaponry:mace_platinum, item.spartanweaponry:mace_platinum.name
spartanweaponry:glaive_platinum, item.spartanweaponry:glaive_platinum.name
spartanweaponry:staff_platinum, item.spartanweaponry:staff_platinum.name
spartanweaponry:parrying_dagger_platinum, item.spartanweaponry:parrying_dagger_platinum.name
spartanweaponry:dagger_electrum, item.spartanweaponry:dagger_electrum.name
spartanweaponry:longsword_electrum, item.spartanweaponry:longsword_electrum.name
spartanweaponry:katana_electrum, item.spartanweaponry:katana_electrum.name
spartanweaponry:scythe_electrum, item.spartanweaponry:scythe_electrum.name
spartanweaponry:saber_electrum, item.spartanweaponry:saber_electrum.name
spartanweaponry:rapier_electrum, item.spartanweaponry:rapier_electrum.name
spartanweaponry:greatsword_electrum, item.spartanweaponry:greatsword_electrum.name
spartanweaponry:hammer_electrum, item.spartanweaponry:hammer_electrum.name
spartanweaponry:warhammer_electrum, item.spartanweaponry:warhammer_electrum.name
spartanweaponry:spear_electrum, item.spartanweaponry:spear_electrum.name
spartanweaponry:halberd_electrum, item.spartanweaponry:halberd_electrum.name
spartanweaponry:pike_electrum, item.spartanweaponry:pike_electrum.name
spartanweaponry:lance_electrum, item.spartanweaponry:lance_electrum.name
spartanweaponry:longbow_electrum, item.spartanweaponry:longbow_electrum.name
spartanweaponry:crossbow_electrum, item.spartanweaponry:spartanweaponry:crossbow_electrum.name
spartanweaponry:throwing_knife_electrum, item.spartanweaponry:throwing_knife_electrum.name
spartanweaponry:throwing_axe_electrum, item.spartanweaponry:throwing_axe_electrum.name
spartanweaponry:javelin_electrum, item.spartanweaponry:javelin_electrum.name
spartanweaponry:boomerang_electrum, item.spartanweaponry:boomerang_electrum.name
spartanweaponry:battleaxe_electrum, item.spartanweaponry:battleaxe_electrum.name
spartanweaponry:mace_electrum, item.spartanweaponry:mace_electrum.name
spartanweaponry:glaive_electrum, item.spartanweaponry:glaive_electrum.name
spartanweaponry:staff_electrum, item.spartanweaponry:staff_electrum.name
spartanweaponry:parrying_dagger_electrum, item.spartanweaponry:parrying_dagger_electrum.name
spartanweaponry:dagger_nickel, item.spartanweaponry:dagger_nickel.name
spartanweaponry:longsword_nickel, item.spartanweaponry:longsword_nickel.name
spartanweaponry:katana_nickel, item.spartanweaponry:katana_nickel.name
spartanweaponry:scythe_nickel, item.spartanweaponry:scythe_nickel.name
spartanweaponry:saber_nickel, item.spartanweaponry:saber_nickel.name
spartanweaponry:rapier_nickel, item.spartanweaponry:rapier_nickel.name
spartanweaponry:greatsword_nickel, item.spartanweaponry:greatsword_nickel.name
spartanweaponry:hammer_nickel, item.spartanweaponry:hammer_nickel.name
spartanweaponry:warhammer_nickel, item.spartanweaponry:warhammer_nickel.name
spartanweaponry:spear_nickel, item.spartanweaponry:spear_nickel.name
spartanweaponry:halberd_nickel, item.spartanweaponry:halberd_nickel.name
spartanweaponry:pike_nickel, item.spartanweaponry:pike_nickel.name
spartanweaponry:lance_nickel, item.spartanweaponry:lance_nickel.name
spartanweaponry:longbow_nickel, item.spartanweaponry:longbow_nickel.name
spartanweaponry:crossbow_nickel, item.spartanweaponry:spartanweaponry:crossbow_nickel.name
spartanweaponry:throwing_knife_nickel, item.spartanweaponry:throwing_knife_nickel.name
spartanweaponry:throwing_axe_nickel, item.spartanweaponry:throwing_axe_nickel.name
spartanweaponry:javelin_nickel, item.spartanweaponry:javelin_nickel.name
spartanweaponry:boomerang_nickel, item.spartanweaponry:boomerang_nickel.name
spartanweaponry:battleaxe_nickel, item.spartanweaponry:battleaxe_nickel.name
spartanweaponry:mace_nickel, item.spartanweaponry:mace_nickel.name
spartanweaponry:glaive_nickel, item.spartanweaponry:glaive_nickel.name
spartanweaponry:staff_nickel, item.spartanweaponry:staff_nickel.name
spartanweaponry:parrying_dagger_nickel, item.spartanweaponry:parrying_dagger_nickel.name
spartanweaponry:dagger_lead, item.spartanweaponry:dagger_lead.name
spartanweaponry:longsword_lead, item.spartanweaponry:longsword_lead.name
spartanweaponry:katana_lead, item.spartanweaponry:katana_lead.name
spartanweaponry:scythe_lead, item.spartanweaponry:scythe_lead.name
spartanweaponry:saber_lead, item.spartanweaponry:saber_lead.name
spartanweaponry:rapier_lead, item.spartanweaponry:rapier_lead.name
spartanweaponry:greatsword_lead, item.spartanweaponry:greatsword_lead.name
spartanweaponry:hammer_lead, item.spartanweaponry:hammer_lead.name
spartanweaponry:warhammer_lead, item.spartanweaponry:warhammer_lead.name
spartanweaponry:spear_lead, item.spartanweaponry:spear_lead.name
spartanweaponry:halberd_lead, item.spartanweaponry:halberd_lead.name
spartanweaponry:pike_lead, item.spartanweaponry:pike_lead.name
spartanweaponry:lance_lead, item.spartanweaponry:lance_lead.name
spartanweaponry:longbow_lead, item.spartanweaponry:longbow_lead.name
spartanweaponry:crossbow_lead, item.spartanweaponry:spartanweaponry:crossbow_lead.name
spartanweaponry:throwing_knife_lead, item.spartanweaponry:throwing_knife_lead.name
spartanweaponry:throwing_axe_lead, item.spartanweaponry:throwing_axe_lead.name
spartanweaponry:javelin_lead, item.spartanweaponry:javelin_lead.name
spartanweaponry:boomerang_lead, item.spartanweaponry:boomerang_lead.name
spartanweaponry:battleaxe_lead, item.spartanweaponry:battleaxe_lead.name
spartanweaponry:mace_lead, item.spartanweaponry:mace_lead.name
spartanweaponry:glaive_lead, item.spartanweaponry:glaive_lead.name
spartanweaponry:staff_lead, item.spartanweaponry:staff_lead.name
spartanweaponry:parrying_dagger_lead, item.spartanweaponry:parrying_dagger_lead.name
appliedenergistics2:quartz_ore, 赛特斯石英矿石
appliedenergistics2:charged_quartz_ore, 充能赛特斯石英矿石
appliedenergistics2:matrix_frame, 矩阵框架
appliedenergistics2:quartz_block, 赛特斯石英块
appliedenergistics2:quartz_pillar, 竖纹赛特斯石英块
appliedenergistics2:chiseled_quartz_block, 錾制赛特斯石英块
appliedenergistics2:quartz_glass, 石英玻璃
appliedenergistics2:quartz_vibrant_glass, 聚能石英玻璃
appliedenergistics2:quartz_fixture, 充能石英火把
appliedenergistics2:fluix_block, 福鲁伊克斯块
appliedenergistics2:sky_stone_block, 陨石
appliedenergistics2:smooth_sky_stone_block, 陨石块
appliedenergistics2:sky_stone_brick, 陨石石砖
appliedenergistics2:sky_stone_small_brick, 陨石砖块
appliedenergistics2:sky_stone_chest, 陨石箱子
appliedenergistics2:smooth_sky_stone_chest, 陨石块箱子
appliedenergistics2:sky_compass, 陨石罗盘
appliedenergistics2:grindstone, 石英磨具
appliedenergistics2:crank, 木质曲柄
appliedenergistics2:inscriber, 压印器
appliedenergistics2:wireless_access_point, ME无线访问点
appliedenergistics2:charger, 充能器
appliedenergistics2:tiny_tnt, 迷你TNT
appliedenergistics2:security_station, ME安全终端
appliedenergistics2:quantum_ring, ME量子环
appliedenergistics2:quantum_link, ME量子链接仓
appliedenergistics2:spatial_pylon, 空间塔
appliedenergistics2:spatial_io_port, 空间IO端口
appliedenergistics2:controller, ME控制器
appliedenergistics2:drive, ME驱动器
appliedenergistics2:chest, ME箱子
appliedenergistics2:interface, ME接口
appliedenergistics2:fluid_interface, ME流体接口
appliedenergistics2:cell_workbench, 元件工作台
appliedenergistics2:io_port, ME-IO端口
appliedenergistics2:condenser, 物质聚合器
appliedenergistics2:energy_acceptor, 能源接收器
appliedenergistics2:vibration_chamber, 谐振仓
appliedenergistics2:quartz_growth_accelerator, 晶体催生器
appliedenergistics2:energy_cell, 能源元件
appliedenergistics2:dense_energy_cell, 致密能源元件
appliedenergistics2:creative_energy_cell, 创造能源元件
appliedenergistics2:crafting_unit, 合成单元
appliedenergistics2:crafting_accelerator, 并行处理单元
appliedenergistics2:crafting_storage_1k, 1k合成存储器
appliedenergistics2:crafting_storage_4k, 4k合成存储器
appliedenergistics2:crafting_storage_16k, 16k合成存储器
appliedenergistics2:crafting_storage_64k, 64k合成存储器
appliedenergistics2:crafting_monitor, 合成监控器
appliedenergistics2:molecular_assembler, 分子装配室
appliedenergistics2:light_detector, 光亮探测器
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, 陨石楼梯
appliedenergistics2:smooth_sky_stone_stairs, 陨石块楼梯
appliedenergistics2:sky_stone_brick_stairs, 陨石石砖楼梯
appliedenergistics2:sky_stone_small_brick_stairs, 陨石砖块楼梯
appliedenergistics2:fluix_stairs, 福鲁伊克斯楼梯
appliedenergistics2:quartz_stairs, 赛特斯石英楼梯
appliedenergistics2:chiseled_quartz_stairs, 錾制赛特斯石英楼梯
appliedenergistics2:quartz_pillar_stairs, 竖纹赛特斯石英楼梯
appliedenergistics2:cable_bus, AE2线缆和（或）总线
appliedenergistics2:sky_stone_slab:0, 陨石台阶
appliedenergistics2:smooth_sky_stone_slab:0, 陨石块台阶
appliedenergistics2:sky_stone_brick_slab:0, 陨石石砖台阶
appliedenergistics2:sky_stone_small_brick_slab:0, 陨石砖块台阶
appliedenergistics2:fluix_slab:0, 福鲁伊克斯台阶
appliedenergistics2:quartz_slab:0, 赛特斯石英台阶
appliedenergistics2:chiseled_quartz_slab:0, 錾制赛特斯石英台阶
appliedenergistics2:quartz_pillar_slab:0, 竖纹赛特斯石英台阶
appliedenergistics2:certus_quartz_axe, 赛特斯石英斧
appliedenergistics2:certus_quartz_hoe, 赛特斯石英锄
appliedenergistics2:certus_quartz_spade, 赛特斯石英锹
appliedenergistics2:certus_quartz_pickaxe, 赛特斯石英镐
appliedenergistics2:certus_quartz_sword, 赛特斯石英剑
appliedenergistics2:certus_quartz_wrench, 赛特斯石英扳手
appliedenergistics2:certus_quartz_cutting_knife, 赛特斯石英切割刀
appliedenergistics2:nether_quartz_axe, 下界石英斧
appliedenergistics2:nether_quartz_hoe, 下界石英锄
appliedenergistics2:nether_quartz_spade, 下界石英锹
appliedenergistics2:nether_quartz_pickaxe, 下界石英镐
appliedenergistics2:nether_quartz_sword, 下界石英剑
appliedenergistics2:nether_quartz_wrench, 下界石英扳手
appliedenergistics2:nether_quartz_cutting_knife, 下界石英切割刀
appliedenergistics2:entropy_manipulator, 熵变机械臂
appliedenergistics2:wireless_terminal, 无线终端
appliedenergistics2:charged_staff, 充能手杖
appliedenergistics2:matter_cannon, 物质炮
appliedenergistics2:portable_cell, 便携元件
appliedenergistics2:color_applicator, 染色器
appliedenergistics2:biometric_card, 身份卡
appliedenergistics2:memory_card, 内存卡
appliedenergistics2:network_tool, 网络工具
appliedenergistics2:creative_storage_cell, 创造型ME存储元件
appliedenergistics2:view_cell, 显示元件
appliedenergistics2:storage_cell_1k, 1k-ME存储元件
appliedenergistics2:storage_cell_4k, 4k-ME存储元件
appliedenergistics2:storage_cell_16k, 16k-ME存储元件
appliedenergistics2:storage_cell_64k, 64k-ME存储元件
appliedenergistics2:fluid_storage_cell_1k, 1k-ME流体存储元件
appliedenergistics2:fluid_storage_cell_4k, 4k-ME流体存储元件
appliedenergistics2:fluid_storage_cell_16k, 16k-ME流体存储元件
appliedenergistics2:fluid_storage_cell_64k, 64k-ME流体存储元件
appliedenergistics2:spatial_storage_cell_2_cubed, 2³-空间存储元件
appliedenergistics2:spatial_storage_cell_16_cubed, 16³-空间存储元件
appliedenergistics2:spatial_storage_cell_128_cubed, 128³-空间存储元件
appliedenergistics2:facade:0, 线缆伪装板 - 石头
appliedenergistics2:facade:0, 线缆伪装板 - 花岗岩
appliedenergistics2:facade:0, 线缆伪装板 - 磨制花岗岩
appliedenergistics2:facade:0, 线缆伪装板 - 闪长岩
appliedenergistics2:facade:0, 线缆伪装板 - 磨制闪长岩
appliedenergistics2:facade:0, 线缆伪装板 - 安山岩
appliedenergistics2:facade:0, 线缆伪装板 - 磨制安山岩
appliedenergistics2:facade:0, 线缆伪装板 - 草方块
appliedenergistics2:facade:0, 线缆伪装板 - 泥土
appliedenergistics2:facade:0, 线缆伪装板 - 砂土
appliedenergistics2:facade:0, 线缆伪装板 - 灰化土
appliedenergistics2:facade:0, 线缆伪装板 - 圆石
appliedenergistics2:facade:0, 线缆伪装板 - 橡木木板
appliedenergistics2:facade:0, 线缆伪装板 - 云杉木板
appliedenergistics2:facade:0, 线缆伪装板 - 白桦木板
appliedenergistics2:facade:0, 线缆伪装板 - 丛林木板
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢木板
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木木板
appliedenergistics2:facade:0, 线缆伪装板 - 基岩
appliedenergistics2:facade:0, 线缆伪装板 - 沙子
appliedenergistics2:facade:0, 线缆伪装板 - 红沙
appliedenergistics2:facade:0, 线缆伪装板 - 沙砾
appliedenergistics2:facade:0, 线缆伪装板 - 金矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铁矿石
appliedenergistics2:facade:0, 线缆伪装板 - 煤矿石
appliedenergistics2:facade:0, 线缆伪装板 - 橡木
appliedenergistics2:facade:0, 线缆伪装板 - 云杉木
appliedenergistics2:facade:0, 线缆伪装板 - 白桦木
appliedenergistics2:facade:0, 线缆伪装板 - 丛林木
appliedenergistics2:facade:0, 线缆伪装板 - 橡树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 云杉树叶
